Source,Target,Weight
Haiti,Guatemala,5
Guatemala,Cuba,10
Israel,Ethiopia,3
Honduras,Haiti,13
Portugal,Luxembourg,19
Costa Rica,Mexico,6
Chile,Germany,2
Mexico,Curaçao,4
Spain,Wales,3
Czechoslovakia,Mexico,1
Colombia,Peru,21
Greece,Northern Ireland,6
Scotland,Republic of Ireland,5
England,Mexico,7
Czechoslovakia,Scotland,4
Hungary,Wales,4
Morocco,Ghana,6
Turkey,Norway,5
Spain,Argentina,6
Bulgaria,Finland,7
Morocco,German DR,3
Russia,Norway,7
Hong Kong,Thailand,11
Japan,India,10
Vietnam Republic,Japan,2
Tanzania,Uganda,12
Luxembourg,Portugal,1
Yugoslavia,South Korea,2
Italy,Israel,4
Northern Ireland,Greece,3
Vietnam Republic,Indonesia,5
Myanmar,South Korea,8
Mexico,Paraguay,10
Spain,Morocco,2
Russia,Argentina,2
Russia,Chile,4
Nigeria,Tunisia,5
Russia,Uruguay,6
Yugoslavia,Hong Kong,1
Gambia,Senegal,2
Chile,Hungary,1
Vietnam Republic,Laos,5
Thailand,Laos,12
Myanmar,Vietnam Republic,10
Belgium,Bulgaria,6
Ethiopia,Kenya,10
Egypt,Austria,1
Ethiopia,Tunisia,2
Egypt,Uganda,17
Tunisia,Uganda,4
Ethiopia,Egypt,3
Mali,Ivory Coast,4
Ivory Coast,Mali,20
Libya,Tunisia,5
Mexico,Colombia,9
Sweden,Czechoslovakia,3
Poland,France,3
Germany,Uruguay,8
Russia,Luxembourg,11
Poland,Morocco,1
Czechoslovakia,Uruguay,1
Hungary,Turkey,8
Netherlands,Northern Ireland,4
Togo,Guinea,5
Yugoslavia,German DR,3
England,Peru,2
Mexico,Wales,2
German DR,Denmark,2
Argentina,Bulgaria,8
Chile,Switzerland,2
Chile,Italy,1
Yugoslavia,Uruguay,2
Yugoslavia,Colombia,3
Mexico,Czechoslovakia,1
Hong Kong,Singapore,11
Chile,Russia,1
Chile,Yugoslavia,1
Denmark,Malta,9
Norway,Malta,10
Curaçao,Jamaica,6
Gabon,Congo,5
Thailand,Taiwan,5
Republic of Ireland,Iceland,5
Malaysia,Philippines,11
South Korea,Thailand,32
India,Thailand,6
Vietnam Republic,Philippines,2
Suriname,Guadeloupe,6
India,Vietnam Republic,7
India,South Korea,3
Myanmar,Japan,1
Congo,Gabon,10
Yugoslavia,Ethiopia,1
Ghana,Kenya,6
Romania,Morocco,1
Northern Ireland,Poland,4
Turkey,Ethiopia,1
Ghana,Uganda,6
Ghana,Malawi,4
Greece,Ethiopia,3
Ghana,Tanzania,4
Thailand,Vietnam Republic,5
Spain,Romania,7
Bulgaria,Portugal,6
Sweden,Thailand,4
Martinique,Puerto Rico,10
Sweden,Malaysia,2
Grenada,Saint Vincent and the Grenadines,7
Guadeloupe,Puerto Rico,11
Romania,Spain,5
Sweden,Indonesia,1
Italy,Turkey,9
Nigeria,Cameroon,13
Tanzania,Malawi,14
German DR,Mali,1
German DR,Guinea,1
Portugal,Bulgaria,3
Morocco,Romania,1
Cameroon,Central African Republic,4
Congo,Madagascar,2
Congo,Cameroon,9
Central African Republic,Madagascar,4
Algeria,Bulgaria,1
Kuwait,Jordan,9
Morocco,Switzerland,2
Pakistan,China PR,1
Mali,Burkina Faso,20
China PR,Pakistan,6
Mali,Senegal,9
Nigeria,Senegal,10
Tunisia,Kuwait,2
Ivory Coast,Tunisia,8
Costa Rica,Jamaica,15
Curaçao,Mexico,1
Ethiopia,Uganda,13
Mexico,Jamaica,21
Bolivia,Brazil,5
Lebanon,Kuwait,5
Syria,Jordan,7
Tunisia,Syria,3
Tunisia,Jordan,1
Syria,Lebanon,12
Lebanon,Jordan,6
Syria,Kuwait,10
Tunisia,Lebanon,2
Portugal,Brazil,4
Belgium,Brazil,2
North Vietnam,Cambodia,1
Egypt,Indonesia,2
China PR,Cambodia,6
Egypt,China PR,1
Indonesia,North Vietnam,2
Netherlands,Brazil,4
Ethiopia,Tanzania,9
Brazil,Germany,13
Brazil,Israel,3
Poland,Greece,10
Ethiopia,Zanzibar,7
Sudan,Kenya,14
England,German DR,3
Norway,Scotland,3
Republic of Ireland,Scotland,5
Denmark,Albania,6
El Salvador,Jamaica,5
Taiwan,Malaysia,5
Japan,Vietnam Republic,4
Taiwan,Japan,2
Malaysia,South Korea,9
Fiji,Papua New Guinea,11
Solomon Islands,Vanuatu,17
Costa Rica,Colombia,2
Fiji,Solomon Islands,12
Colombia,Costa Rica,9
Tahiti,Solomon Islands,14
New Caledonia,Fiji,10
Réunion,Mauritius,3
Sweden,Yugoslavia,3
Russia,Italy,5
Greece,Poland,3
Kenya,Zambia,19
Nigeria,Liberia,14
Albania,Denmark,1
Cameroon,Togo,16
North Korea,Somalia,1
China PR,Mali,2
Egypt,North Vietnam,1
North Vietnam,Laos,1
Indonesia,Mali,1
Egypt,Laos,1
Egypt,Saudi Arabia,4
North Korea,Indonesia,8
Singapore,Hong Kong,10
Ethiopia,Senegal,1
Egypt,Nigeria,5
Ghana,Ethiopia,4
Cyprus,Greece,4
Sudan,Nigeria,2
Ghana,Sudan,9
Hong Kong,Vietnam Republic,3
Hong Kong,Malaysia,8
German DR,Myanmar,1
Denmark,Luxembourg,9
Germany,Morocco,4
Guinea,Cameroon,4
Algeria,Germany,2
German DR,Sri Lanka,1
Benin,Cameroon,1
Ghana,German DR,1
Indonesia,Sri Lanka,4
Lebanon,Libya,2
Egypt,Algeria,6
Congo,Chad,5
Northern Ireland,Uruguay,2
England,Uruguay,3
Uruguay,Austria,1
Tunisia,Ethiopia,4
Netherlands,Albania,4
Israel,South Korea,1
French Guiana,Suriname,6
Guinea,Congo,2
Spain,Russia,6
Zambia,Tanzania,17
Cameroon,DR Congo,16
Iceland,Bermuda,3
Congo,Mali,4
Taiwan,Cambodia,1
India,Cambodia,5
Myanmar,Malaysia,21
Taiwan,Myanmar,2
Malaysia,Taiwan,6
Myanmar,India,8
India,Taiwan,6
Yugoslavia,Luxembourg,7
Northern Ireland,Switzerland,2
Uganda,Zambia,13
Denmark,Wales,7
Ghana,Zambia,6
Israel,Yugoslavia,1
Turkey,Tunisia,1
France,Norway,7
Iraq,Kuwait,16
Switzerland,Northern Ireland,3
Libya,Lebanon,2
Iraq,Lebanon,7
Libya,Jordan,3
Greece,Denmark,3
Denmark,Israel,9
Italy,Denmark,8
Greece,Wales,1
Zambia,Kenya,24
German DR,Uruguay,3
DR Congo,Togo,10
Ivory Coast,DR Congo,10
Netherlands,Israel,4
DR Congo,Congo,15
Cuba,Jamaica,9
Costa Rica,Suriname,5
Costa Rica,Trinidad and Tobago,18
Senegal,Guinea,23
Mexico,Honduras,25
Paraguay,Guatemala,9
Japan,Hong Kong,12
Nicaragua,Honduras,1
Morocco,Kuwait,3
Libya,Kuwait,3
Costa Rica,Paraguay,2
United States,Honduras,19
Northern Ireland,Netherlands,1
Wales,Greece,1
Libya,Morocco,3
Cyprus,Lebanon,1
Mexico,El Salvador,30
Guatemala,Haiti,10
Costa Rica,Haiti,6
Guinea,Senegal,12
Switzerland,Albania,6
El Salvador,Haiti,13
Ghana,DR Congo,12
Senegal,Mali,15
Germany,Cyprus,5
Italy,Wales,7
Sudan,Uganda,8
Sweden,Cyprus,5
Northern Ireland,Albania,5
Belgium,Israel,6
Norway,Thailand,2
Mali,Guinea,12
Russia,Greece,13
Uruguay,Venezuela,19
Iran,Turkey,1
Ivory Coast,Liberia,12
Russia,Wales,5
Brazil,Belgium,3
Guinea,Mali,15
Bulgaria,Israel,4
Portugal,Romania,5
Norway,Yugoslavia,2
Brazil,Algeria,4
Benin,Congo,6
Turkey,Pakistan,4
Iran,Pakistan,9
Guinea,Indonesia,1
North Vietnam,Guinea,1
Colombia,Chile,11
North Korea,Guinea,1
China PR,Guinea,2
North Korea,Cambodia,2
Thailand,South Korea,9
Liberia,DR Congo,2
Myanmar,Hong Kong,8
Vietnam Republic,Taiwan,3
Vietnam Republic,Hong Kong,4
Taiwan,Thailand,4
Myanmar,Taiwan,2
Nigeria,Gabon,6
DR Congo,Ivory Coast,6
DR Congo,Liberia,5
Ghana,Congo,11
Congo,Ghana,2
Wales,Russia,2
German DR,Austria,1
Italy,Poland,7
Scotland,Italy,1
Senegal,Ethiopia,3
Ghana,Ivory Coast,15
Brazil,Hungary,2
Dominica,Grenada,4
Ivory Coast,Senegal,13
North Korea,Australia,2
Romania,Portugal,4
Ghana,Tunisia,9
Saint Lucia,Saint Vincent and the Grenadines,12
Ivory Coast,Congo,13
Saint Vincent and the Grenadines,Dominica,12
Hong Kong,Australia,3
Wales,Denmark,4
Australia,Taiwan,9
Australia,Malaysia,5
Benin,Nigeria,1
Myanmar,Singapore,16
Jamaica,Bermuda,5
Malta,Libya,3
Niger,DR Congo,1
Morocco,Algeria,10
Iraq,Libya,7
Morocco,Iraq,2
Russia,Montenegro,2
Syria,Yemen,10
Iraq,Jordan,23
Lebanon,Bahrain,2
Libya,Oman,1
Palestine,Yemen,7
Iraq,Bahrain,14
Israel,Finland,3
Libya,Yemen,5
Syria,Palestine,7
Jordan,Bahrain,12
Ghana,Benin,12
Iraq,Syria,14
Togo,Benin,13
German DR,Sweden,3
Mexico,Chile,12
Netherlands,Scotland,9
Russia,Belgium,4
Chile,Wales,1
Lithuania,Libya,1
Haiti,Guadeloupe,4
Portugal,Norway,8
Suriname,Haiti,2
Italy,Bulgaria,11
Uruguay,Israel,4
Suriname,Jamaica,2
Romania,Uruguay,1
Guadeloupe,Trinidad and Tobago,2
Portugal,Denmark,10
Northern Ireland,Mexico,1
Portugal,Uruguay,2
China PR,Tanzania,2
Italy,Mexico,7
German DR,Chile,3
Zambia,Madagascar,8
England,Poland,12
Madagascar,Malawi,3
Russia,North Korea,1
Italy,Chile,1
Argentina,Switzerland,5
North Korea,Italy,1
China PR,Syria,8
Portugal,North Korea,2
Germany,Russia,14
Portugal,Russia,7
DR Congo,Central African Republic,4
Ivory Coast,Togo,12
Singapore,Taiwan,3
Japan,Taiwan,2
Malaysia,Hong Kong,11
German DR,Egypt,7
Poland,Luxembourg,6
Greece,Finland,9
Turkey,Russia,3
Italy,Russia,5
Romania,Switzerland,6
Nigeria,DR Congo,5
Saint Vincent and the Grenadines,Saint Lucia,13
Republic of Ireland,Turkey,5
Liberia,Sierra Leone,6
DR Congo,Nigeria,3
China PR,Palestine,5
North Vietnam,Yemen,1
North Vietnam,Palestine,1
Cambodia,Yemen,1
North Korea,Palestine,2
North Korea,Yemen,4
DR Congo,Gabon,5
Romania,Cyprus,9
China PR,Yemen,3
Romania,Israel,12
Tahiti,Papua New Guinea,9
Iran,Malaysia,4
Tahiti,Wallis Islands and Futuna,4
Japan,Iran,6
Kenya,Sudan,11
New Caledonia,Vanuatu,22
New Caledonia,Solomon Islands,14
Papua New Guinea,Wallis Islands and Futuna,3
Indonesia,Taiwan,9
Singapore,Vietnam Republic,3
New Caledonia,Papua New Guinea,11
Iran,Indonesia,5
Vanuatu,Papua New Guinea,7
Myanmar,Iran,2
Gabon,DR Congo,6
Mexico,Switzerland,1
Chile,Venezuela,20
Trinidad and Tobago,Cuba,12
Martinique,French Guiana,10
Argentina,Venezuela,23
Venezuela,Bolivia,12
Burkina Faso,Niger,9
German DR,Sudan,1
Congo,Niger,3
Paraguay,Venezuela,18
Mali,Congo,7
Algeria,Mali,13
Tunisia,Cameroon,3
Algeria,Burkina Faso,9
Greece,Libya,2
Sudan,Tanzania,12
Turkey,Republic of Ireland,3
DR Congo,Uganda,7
Corsica,France,1
Honduras,Trinidad and Tobago,11
Mexico,Nicaragua,2
Haiti,Nicaragua,4
Mexico,Trinidad and Tobago,15
Guatemala,Trinidad and Tobago,7
Trinidad and Tobago,Nicaragua,2
DR Congo,Sudan,6
Hungary,Algeria,2
Italy,Cyprus,7
Egypt,Libya,12
Ivory Coast,Gabon,10
Guinea,Liberia,6
Sudan,DR Congo,3
Togo,Niger,5
German DR,Netherlands,2
Germany,Albania,13
Nigeria,Togo,6
Congo,DR Congo,9
Ivory Coast,Nigeria,7
Russia,Scotland,5
Scotland,Israel,6
Congo,Tanzania,1
Switzerland,Romania,4
Russia,Mexico,3
Mexico,Russia,4
Russia,France,6
Belarus,Mexico,2
Bulgaria,Sweden,3
Zambia,Uganda,20
Senegal,Liberia,8
Benin,Ghana,3
Tanzania,Zambia,5
Japan,South Korea,13
DR Congo,Ethiopia,4
Tanzania,Mauritius,4
Japan,Indonesia,9
Malaysia,Western Australia,4
South Korea,Myanmar,13
India,Western Australia,3
Western Australia,Thailand,1
Vietnam Republic,Western Australia,2
Hong Kong,Western Australia,2
Myanmar,Indonesia,18
Kenya,DR Congo,4
Mexico,Argentina,4
Hong Kong,Indonesia,3
Western Australia,Singapore,2
Netherlands,German DR,6
DR Congo,Tanzania,7
Ghana,Burkina Faso,11
Greece,Austria,4
German DR,Hungary,4
Yugoslavia,Netherlands,2
Australia,Vietnam Republic,2
New Zealand,Singapore,5
Switzerland,Cyprus,5
Thailand,Hong Kong,9
Vietnam Republic,New Zealand,1
Australia,Singapore,5
Zimbabwe,Malawi,24
Australia,South Korea,9
New Zealand,Malaysia,8
Myanmar,Pakistan,2
Romania,Germany,2
DR Congo,Benin,5
Mauritius,Zimbabwe,3
Burkina Faso,Ivory Coast,3
Netherlands,Russia,4
Sierra Leone,Guinea,7
Ethiopia,Mauritius,5
Mexico,Hungary,6
Saudi Arabia,Tunisia,3
Hungary,Chile,1
Myanmar,Laos,15
Ivory Coast,Algeria,6
Algeria,Uganda,5
Senegal,Congo,6
Ethiopia,Ivory Coast,2
DR Congo,Senegal,2
Ethiopia,Algeria,1
Ivory Coast,Uganda,2
DR Congo,Ghana,4
Ivory Coast,Ethiopia,3
Israel,Switzerland,1
Cyprus,Switzerland,1
Sweden,Israel,5
Burkina Faso,Guinea,6
Spain,Sweden,7
Guinea,DR Congo,4
Mexico,Japan,6
Australia,Japan,6
Guinea,Burkina Faso,4
Japan,Australia,11
Suriname,Barbados,3
Bulgaria,Italy,2
Guinea,Benin,1
Eswatini,Malawi,5
Nigeria,Kenya,13
Iran,Hong Kong,8
Iran,Taiwan,4
Myanmar,Israel,1
Iran,Myanmar,2
Austria,Cyprus,6
Germany,England,13
Germany,Brazil,5
Mexico,Brazil,10
Malawi,Botswana,12
Western Australia,South Korea,1
Taiwan,Singapore,3
Malaysia,India,9
Western Australia,Indonesia,2
Western Australia,Taiwan,2
Indonesia,South Korea,3
Thailand,India,10
Singapore,Indonesia,17
Northern Ireland,Israel,4
Israel,United States,3
Yugoslavia,Finland,2
Mexico,Ethiopia,1
Canada,Bermuda,6
Switzerland,Greece,9
Ethiopia,Thailand,1
Haiti,United States,6
Northern Ireland,Turkey,5
Mexico,Uruguay,8
Zambia,Sudan,13
Nigeria,Thailand,1
United States,Bermuda,6
Morocco,Senegal,19
Sudan,Zambia,5
Tunisia,Algeria,11
Thailand,Singapore,35
Indonesia,Myanmar,15
DR Congo,Tunisia,2
Malaysia,Laos,11
Cameroon,Tunisia,9
El Salvador,Suriname,8
Ghana,Senegal,4
Honduras,Jamaica,11
Zambia,Mauritius,7
Scotland,Cyprus,9
Greece,Portugal,5
Argentina,Poland,7
Suriname,El Salvador,1
Ethiopia,Somalia,6
Senegal,Morocco,7
Uganda,Somalia,13
Denmark,Bermuda,2
Suriname,Denmark,1
Turkey,Saudi Arabia,3
Congo,Senegal,2
Mexico,Denmark,1
Senegal,Cameroon,7
Libya,Ethiopia,4
DR Congo,Cameroon,7
Uganda,Cameroon,2
Cameroon,Uganda,2
Ethiopia,Libya,3
Hungary,Morocco,1
Russia,Colombia,1
Iran,Iraq,16
Algeria,Morocco,6
Pakistan,Iraq,1
Greece,Cyprus,20
Luxembourg,Mexico,1
Belgium,Mexico,2
Netherlands,Czechoslovakia,3
Bulgaria,Luxembourg,13
France,Romania,9
Denmark,Mexico,2
Netherlands,Poland,9
Mexico,Norway,3
Peru,El Salvador,4
Guinea,Gambia,10
Mexico,Peru,12
Denmark,Republic of Ireland,4
Denmark,Hungary,3
Chile,German DR,1
Finland,Spain,1
Cameroon,Zambia,6
Norway,Bermuda,2
Malawi,Eswatini,9
Congo,Tunisia,1
Brazil,Venezuela,24
Guinea,Togo,10
Fiji,Vanuatu,17
Tahiti,Fiji,15
Papua New Guinea,Solomon Islands,2
Ghana,Niger,8
Papua New Guinea,Vanuatu,7
Vanuatu,Solomon Islands,7
Papua New Guinea,Fiji,3
Benin,Gabon,3
Poland,Netherlands,3
Morocco,Nigeria,5
Haiti,El Salvador,5
Israel,New Zealand,4
Uganda,Ethiopia,15
Suriname,Dominica,6
Greece,Switzerland,2
Spain,Finland,5
Mexico,Bermuda,5
Germany,Scotland,8
Russia,Northern Ireland,3
Algeria,Palestine,2
Morocco,Sudan,4
Western Australia,India,1
Bermuda,Mexico,1
Singapore,Western Australia,1
Myanmar,Western Australia,2
Jamaica,Panama,3
Mexico,Belgium,3
South Korea,Western Australia,1
Nigeria,Morocco,4
Ivory Coast,Morocco,7
Bermuda,Iceland,1
Norway,Guatemala,1
South Korea,Laos,5
Laos,Thailand,1
DR Congo,Zambia,8
Italy,German DR,1
Indonesia,Western Australia,2
Indonesia,Laos,7
Israel,Australia,3
North Korea,Algeria,1
Morocco,Bulgaria,1
Czechoslovakia,Peru,1
Cameroon,Ivory Coast,9
Egypt,Guinea,6
Peru,Czechoslovakia,1
Cameroon,Ethiopia,2
Ivory Coast,Sudan,7
Sudan,Cameroon,3
Egypt,DR Congo,8
Sudan,Egypt,2
Egypt,Ivory Coast,9
Sudan,Ghana,3
Mexico,Bulgaria,3
Russia,Peru,2
Bulgaria,Peru,2
Russia,El Salvador,5
Peru,Bulgaria,2
Guinea,Ivory Coast,3
Bahrain,Qatar,14
Kuwait,Saudi Arabia,14
Kuwait,Qatar,20
Kuwait,Bahrain,20
Mexico,Ecuador,14
Czechoslovakia,Luxembourg,6
Czechoslovakia,Norway,3
England,Colombia,3
England,Ecuador,2
Belgium,El Salvador,2
Italy,Sweden,10
Peru,Morocco,1
Brazil,Romania,3
Germany,Peru,3
Sweden,Uruguay,2
Uruguay,Russia,2
Indonesia,Hong Kong,9
Malawi,Mauritius,10
Poland,Iraq,2
German DR,Iraq,1
Ivory Coast,Guinea,13
Taiwan,India,1
Gabon,Cameroon,3
Western Australia,Vietnam Republic,1
Lesotho,Malawi,3
Malawi,Lesotho,12
Thailand,Western Australia,1
North Vietnam,Cuba,1
Zanzibar,Kenya,4
Romania,Finland,9
Sierra Leone,Senegal,6
Senegal,Ivory Coast,6
Australia,New Caledonia,4
Togo,Senegal,8
Spain,Greece,8
Thailand,Indonesia,32
Australia,Macau,1
Guinea,Sierra Leone,11
Australia,Iran,2
Laos,Singapore,2
Russia,Cyprus,10
Indonesia,Cambodia,17
Hong Kong,Laos,3
Kenya,Ethiopia,13
Congo,Nigeria,2
Mali,Niger,6
Japan,Cambodia,4
Turkey,Albania,6
Senegal,Malawi,3
Switzerland,Malta,5
France,Argentina,3
Sierra Leone,Ghana,7
Northern Ireland,Cyprus,3
England,Malta,7
Catalonia,Basque Country,1
Madagascar,Liberia,1
Madagascar,Lesotho,2
Malawi,Zambia,18
Liberia,Togo,4
Haiti,Bahamas,5
England,Greece,7
Poland,Switzerland,4
Spain,Cyprus,9
South Korea,Cambodia,7
China PR,Cuba,1
Malaysia,Brunei,10
Cambodia,Hong Kong,2
Thailand,Brunei,6
Wales,Finland,6
Indonesia,Brunei,8
Cambodia,Indonesia,2
Russia,Spain,1
Zambia,Ethiopia,11
Denmark,Scotland,7
Czechoslovakia,Finland,2
Greece,Malta,7
Kenya,Mauritius,4
Zambia,Cyprus,3
Malawi,Uganda,9
Libya,Syria,2
Uganda,Malawi,15
Egypt,Syria,3
Tanzania,Guinea,1
Sudan,Libya,5
Libya,Egypt,4
Zambia,Guinea,2
Guinea,Zambia,2
Senegal,Sierra Leone,7
Denmark,Japan,1
India,Philippines,2
Myanmar,Philippines,9
Hong Kong,India,4
Japan,Iceland,3
Philippines,Thailand,2
German DR,Mexico,4
Thailand,Philippines,16
Germany,Mexico,5
Papua New Guinea,Cook Islands,2
Vanuatu,Fiji,9
Iran,South Korea,13
Tahiti,Cook Islands,9
Fiji,Cook Islands,4
Vanuatu,Tahiti,4
Mexico,Greece,1
Morocco,Egypt,9
Egypt,Morocco,4
Togo,Ghana,6
Albania,Turkey,4
Australia,Israel,3
Guinea,Tanzania,1
Hungary,Malta,9
Cuba,Honduras,1
Romania,Wales,3
Nigeria,Burkina Faso,8
Dominica,Saint Vincent and the Grenadines,5
Curaçao,Barbados,2
Togo,Burkina Faso,10
Guinea,Nigeria,4
Haiti,Honduras,4
Trinidad and Tobago,Costa Rica,3
Tanzania,Burundi,10
Bahrain,Lebanon,8
Iraq,Sri Lanka,1
Kuwait,Lebanon,15
Cambodia,Laos,7
Jordan,Sri Lanka,1
Lebanon,Syria,4
Libya,Niger,5
Bahrain,Sri Lanka,1
Kuwait,Libya,3
Syria,Yemen DPR,2
Algeria,Qatar,4
Egypt,Kuwait,5
Yemen DPR,Palestine,1
Syria,Qatar,4
Syria,Algeria,1
Yemen DPR,Qatar,1
Algeria,Yemen DPR,1
Palestine,Qatar,1
Congo,Guinea,1
Iraq,Algeria,3
Algeria,Syria,3
Egypt,Iraq,3
China PR,Somalia,2
Haiti,Chile,1
Netherlands,Greece,9
Cameroon,Kenya,4
Israel,Norway,1
Congo,Sudan,4
Algeria,Guinea,6
Mali,DR Congo,3
Greece,Italy,1
Guinea,Algeria,5
Algeria,Malta,2
United Arab Emirates,Qatar,10
Saudi Arabia,United Arab Emirates,21
Kuwait,United Arab Emirates,20
Saudi Arabia,Qatar,18
Bahrain,United Arab Emirates,12
Saudi Arabia,Bahrain,18
Portugal,Cyprus,10
Haiti,Puerto Rico,7
Ivory Coast,Ghana,11
Scotland,Peru,1
Tanzania,Madagascar,3
Netherlands,Peru,3
Iran,Cambodia,4
Kuwait,Thailand,7
Kuwait,South Korea,9
Iran,Thailand,11
Cambodia,Kuwait,1
Madagascar,Kenya,4
Uganda,Mauritius,5
Spain,Uruguay,5
Zambia,Lesotho,8
Cambodia,Singapore,2
Philippines,Singapore,4
Portugal,Ecuador,1
Republic of Ireland,Iran,2
Sri Lanka,Laos,2
Portugal,Iran,2
Uruguay,Norway,1
Yugoslavia,Venezuela,1
France,Colombia,3
Republic of Ireland,Ecuador,1
Cambodia,Myanmar,3
Chile,Republic of Ireland,3
Finland,Albania,4
Yugoslavia,Paraguay,1
Singapore,Sri Lanka,5
Chile,Iran,1
Yugoslavia,Peru,1
Portugal,Argentina,2
Argentina,Russia,5
DR Congo,Guinea,7
Tanzania,Sudan,4
Brazil,Scotland,8
Yugoslavia,Argentina,2
Uganda,Sudan,11
Nigeria,Zanzibar,1
Iceland,Faroe Islands,24
Malaysia,Sri Lanka,6
Japan,Sri Lanka,3
Philippines,Sri Lanka,2
Cambodia,Sri Lanka,2
Hong Kong,Sri Lanka,1
Nigeria,Congo,6
Hong Kong,Cambodia,7
China PR,Sri Lanka,3
Cambodia,Philippines,2
Algeria,Turkey,2
Belgium,Norway,6
Australia,Indonesia,11
Trinidad and Tobago,Saint Kitts and Nevis,14
China PR,Nepal,2
Kenya,Malawi,10
Ivory Coast,Sierra Leone,8
Sweden,Malta,13
Bulgaria,Northern Ireland,5
Russia,Republic of Ireland,7
Luxembourg,Turkey,1
Malawi,Kenya,19
Singapore,Cambodia,15
Australia,Philippines,1
Singapore,Malaysia,20
Cambodia,Vietnam Republic,3
Nigeria,Tanzania,5
Trinidad and Tobago,Antigua and Barbuda,10
Algeria,Tunisia,15
Bulgaria,Cyprus,14
Saint Lucia,Grenada,6
Suriname,Antigua and Barbuda,3
Nigeria,Mali,5
Egypt,Tunisia,9
Turkey,Luxembourg,7
Panama,Puerto Rico,2
Puerto Rico,Panama,1
Tunisia,Egypt,15
Uganda,Congo,4
Haiti,Guyana,4
Guyana,Haiti,1
Bulgaria,Indonesia,1
Barbados,Haiti,1
Bulgaria,New Caledonia,1
Chile,Tahiti,1
Cyprus,Northern Ireland,1
Argentina,Germany,10
Turkey,Algeria,1
German DR,Colombia,1
Bulgaria,Australia,2
Morocco,Guinea,7
Peru,Guatemala,2
Australia,Iraq,7
Iraq,New Zealand,2
Bermuda,United States,2
Indonesia,New Zealand,2
Poland,United States,6
Iraq,Indonesia,7
Bulgaria,Russia,2
Wales,Poland,1
Central African Republic,Ivory Coast,1
German DR,Albania,2
Tanzania,Ethiopia,5
DR Congo,Burkina Faso,3
Belgium,German DR,3
Russia,Romania,5
Nigeria,Sudan,8
Senegal,Ghana,4
Mauritius,Lesotho,4
Netherlands,Spain,6
Iran,Kuwait,13
Iran,Syria,16
Iran,North Korea,15
Ecuador,Haiti,3
North Korea,Syria,2
Haiti,Ecuador,2
Syria,Iran,1
Kuwait,North Korea,6
Israel,Japan,5
Israel,Malaysia,2
Israel,Thailand,1
Uganda,Algeria,1
Colombia,Haiti,3
Haiti,Colombia,1
Morocco,Ivory Coast,7
Madagascar,Zambia,3
Poland,England,1
Brazil,Tunisia,2
Italy,England,11
Sweden,Brazil,2
Brazil,Republic of Ireland,5
Tanzania,Congo,1
Zambia,Nigeria,3
Nigeria,Zambia,8
Egypt,Tanzania,10
German DR,Iceland,9
Norway,North Korea,1
Kuwait,Singapore,7
Ivory Coast,Central African Republic,2
Kuwait,Bangladesh,3
Poland,Canada,6
Myanmar,Kuwait,2
Poland,Mexico,3
Myanmar,Bangladesh,6
Kuwait,Vietnam Republic,1
Thailand,Bangladesh,8
Egypt,Yemen DPR,2
Malaysia,Kuwait,2
Algeria,United Arab Emirates,3
Iraq,Yemen,11
Bangladesh,Singapore,1
Palestine,Yemen DPR,1
Congo,Uganda,4
Egypt,Palestine,1
Algeria,Yemen,1
Tunisia,Yemen DPR,1
Syria,Egypt,1
Iraq,United Arab Emirates,11
Algeria,Libya,10
Tunisia,Palestine,1
Netherlands,Iceland,9
Iran,Australia,3
Zambia,Somalia,5
Poland,Wales,7
Malta,Canada,2
Canada,Luxembourg,2
Albania,Finland,2
German DR,Russia,3
Zambia,Morocco,6
Haiti,Canada,2
Canada,Haiti,10
France,Denmark,9
Morocco,Zambia,10
DR Congo,Morocco,2
Trinidad and Tobago,Guatemala,10
Trinidad and Tobago,Mexico,3
Tunisia,Congo,5
Mali,Tunisia,4
Mauritius,Malawi,4
Bulgaria,Kuwait,2
Yugoslavia,Spain,5
Ghana,Guinea,11
Morocco,Qatar,1
German DR,Algeria,3
Morocco,Bahrain,1
Zambia,Ivory Coast,5
Congo,Mauritius,2
Egypt,Zambia,13
Guinea,Mauritius,1
Denmark,Togo,1
DR Congo,Mauritius,5
Zambia,Congo,8
DR Congo,Egypt,2
Benin,Denmark,1
Egypt,Congo,5
German DR,Belgium,3
Réunion,Seychelles,5
Bahrain,Oman,13
United Arab Emirates,Bahrain,13
Kuwait,Oman,12
Qatar,Oman,20
Uruguay,Haiti,1
Uruguay,Jamaica,3
Haiti,Poland,1
Poland,Haiti,2
Indonesia,Uruguay,1
Brazil,Haiti,3
Uruguay,Indonesia,2
Argentina,Romania,3
Chile,Haiti,4
Yemen DPR,Iraq,1
China PR,Sierra Leone,1
Uruguay,Republic of Ireland,2
Cambodia,South Korea,1
Czechoslovakia,Russia,2
Bulgaria,North Korea,3
Netherlands,Argentina,4
England,Bulgaria,8
Libya,Iraq,1
Scotland,DR Congo,1
German DR,Australia,1
Italy,Haiti,1
Poland,Argentina,3
Netherlands,Uruguay,2
Germany,Australia,4
Yugoslavia,DR Congo,1
Brazil,DR Congo,1
German DR,Germany,1
Argentina,Haiti,3
Poland,Italy,3
Brazil,German DR,3
China PR,Togo,1
Poland,Brazil,1
Malawi,Ivory Coast,1
Malawi,Tanzania,17
